Title,Category,Description,Specifications,SKU,Original Price,Sale Price,Availability,URL,Images_URL,Gender
Sekonda Maxima Ladies Watch | Silver Alloy Case & Stainless Steel Expander Bracelet with Woodland Dial | 40581,MODERN,"The watch has a round, ion-plated silver alloy case with a woodland patterned dial. The watch is fastened with a woodland patterned, stainless steel expander bracelet. The bracelet is a standard 150mm expandable bracelet, links can be removed from the centre of the bracelet, but this may result in a misalignment of the pattern where two links meet.","Model 40581
 
 Round, ion-plated silver alloy case 
 
 Multicoloured, woodland patterned dial 
 
 Woodland patterned, stainless steel expander bracelet 
 
 Min bracelet length: 150mm (Links can be removed from the centre of the bracelet, but this may result in a misalignment of the pattern where two links meet)
 
 Max Bracelet length: 205mm 
 2 year guarantee",40581,49.99,,in_stock,https://www.sekonda.com/p/sekonda-maxima-ladies-watch-silver-alloy-case-stainless-steel-expander-bracelet-with-woodland-dial-40581,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40581_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40581_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40581_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40581_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40581_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40581_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_73.jpg",Ladies
Sekonda Maxima Ladies Watch | Silver Alloy Case & Stainless Steel Expander Bracelet with Floral Dial | 40580,MODERN,"The watch has a round, ion-plated silver alloy case with a floral patterned dial. The watch is fastened with a floral patterned, stainless steel expander bracelet. The bracelet is a standard 150mm expandable bracelet, links can be removed from the centre of the bracelet, but this may result in a misalignment of the pattern where two links meet.","Model 40580
 
 Round, ion-plated silver alloy case 
 
 Multicoloured, floral patterned dial 
 
 Floral patterned, stainless steel expander bracelet 
 
 Min bracelet length: 150mm (Links can be removed from the centre of the bracelet, but this may result in a misalignment of the pattern where two links meet)
 
 Max Bracelet length: 205mm 
 2 year guarantee",40580,49.99,,in_stock,https://www.sekonda.com/p/sekonda-maxima-ladies-watch-silver-alloy-case-stainless-steel-expander-bracelet-with-floral-dial-40580,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40580_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40580_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40580_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40580_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40580_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40580_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_8_29.jpg",Ladies
Sekonda Velocity Chronograph Men's Watch | Silver Case & Stainless Steel Bracelet with Blue Dial | 1970,SPORTS,"This watch features a round, stainless steel case housing a blue dial with a date display, chronograph timing up to one hour and a tachymeter. Fastened with a stainless steel bracelet and is water resistant up to 50 metres.","Model 1970
Round Stainless Steel Case
Blue dial
Date
Silver Stainless Steel Bracelet
Water resistant to 50 Metres
2 year guarantee",1970,99.99,44.99,in_stock,https://www.sekonda.com/p/sekonda-men-s-chronograph-watch-silver-case-stainless-steel-bracelet-with-blue-dial-1970,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1970_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1970_front_1_.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1970_right.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1970_close_up_1_.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1970_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1970_buckle.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1970_wrist_1_.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_36.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1970_front_1_.png",Mens
Sekonda Velocity Chronograph Men's Watch | Silver Case & Stainless Steel Bracelet with Green Dial | 1913,SPORTS,"This watch features a round, stainless steel case housing a green dial with a date display, 24 hour read-out, chronograph timing up to one hour and a tachymeter. Fastened with a stainless steel bracelet and is water resistant up to 50 metres.","Model 1913
Round Stainless Steel Case
Green dial
Date
Silver Stainless Steel Bracelet
Water resistant to 50 Metres
2 year guarantee",1913,99.99,,in_stock,https://www.sekonda.com/p/sekonda-men-s-chronograph-watch-silver-case-stainless-steel-bracelet-with-green-dial-1913,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1913_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1913_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1913_closeup.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1913_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/1/3/1386190621-062f0d63d72f9d486be547b314dd2aa12fcdb9cac4221b4bd03b665ac44084db-d_295x166.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1913_right.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1913_back.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1913_buckle.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1913_front.png, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1913_lifestyle.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_104.jpg",Mens
Sekonda Velocity Chronograph Men's Watch | Silver Case & Stainless Steel Bracelet with Red Dial | 1914,SPORTS,"This watch features a round, stainless steel case housing a red dial with a date display, 24 hour read-out, chronograph timing up to one hour and a tachymeter. Fastened with a stainless steel bracelet and is water resistant up to 50 metres.","Model 1914
Round Stainless Steel Case
Red dial
Date
Silver Stainless Steel Bracelet
Water resistant to 50 Metres
2 year guarantee",1914,99.99,,in_stock,https://www.sekonda.com/p/sekonda-men-s-chronograph-watch-silver-case-stainless-steel-bracelet-with-red-dial-1914,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1914_front.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1914_left.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1914_closeup.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1914_wrist.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1914_right.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1913_back_2.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1913_buckle_2.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_1914_front.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_118.jpg",Mens
Men's Stainless Steel Chronograph ,CHRONOGRAPH,,,sekondaw-velocity-bracelet-watch,99.99,43.99,in_stock,https://www.sekonda.com/p/men-s-stainless-steel-chronograph-sekondaw1913,,
Sekonda Velocity Chronograph Men's Watch | Stainless Steel Case & Bracelet with Black Dial | 30023,SPORTS,"This watch has a round, stainless steel case with a black bezel and tachymeter markings, with a black dial with rose gold batons. Fastened with a stainless steel bracelet, features include 1 second chronograph timing up to 1 hour, 24 hour read out, a date display and up to 50 metres water resistance.","Model 30023
Round, stainless steel case
 Black bezel 
 Tachymeter markings 
Black dial with rose gold batons
Stainless steel bracelet
 1 second chronograph timing up to 1 hour 
 24 hour read out 
 A date display 
 50 metres water resistance 
2 year guarantee",30023,99.99,,in_stock,https://www.sekonda.com/p/sekonda-velocity-men-s-chronograph-stainless-steel-case-bracelet-with-black-dial-30023,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30023_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30023_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30023_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30023_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30023_RIGHT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30023_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30023_BUCKLE.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30023_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_54.jpg",Mens
Sekonda Velocity Chronograph Men's Watch | Stainless Steel Case & Bracelet with Orange Dial | 30025,SPORTS,"This watch has a round, black stainless steel case with a black bezel and tachymeter markings, with an orange dial. Fastened with a stainless steel bracelet, features include 1 second chronograph timing up to 1 hour, 24 hour read out, a date display and up to 50 metres water resistance.","Model 30025
Round, stainless steel case
 Black bezel 
 Tachymeter markings 
Orange dial
Stainless steel bracelet
 1 second chronograph timing up to 1 hour 
 24 hour read out 
 A date display 
 50 metres water resistance 
2 year guarantee",30025,99.99,46.99,in_stock,https://www.sekonda.com/p/sekonda-velocity-men-s-chronograph-stainless-steel-case-bracelet-with-orange-dial-30025,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30025_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30025_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30025_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30025_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30025_RIGHT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30025_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_30025_lifestyle_09.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30025_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_57.jpg",Mens
Sekonda Velocity Chronograph Men's Watch | Stainless Steel Case & Bracelet with Blue Dial | 30024,SPORTS,"This watch has a round, stainless steel case with a black bezel and tachymeter markings, with a blue dial. Fastened with a stainless steel bracelet, features include 1 second chronograph timing up to 1 hour, 24 hour read out, a date display and up to 50 metres water resistance.","Model 30024
Round, stainless steel case
 Black bezel 
 Tachymeter markings 
Blue dial
Stainless Steel Bracelet
 1 second chronograph timing up to 1 hour 
 24 hour read out 
 A date display 
 50 metres water resistance 
2 year guarantee",30024,99.99,43.99,in_stock,https://www.sekonda.com/p/sekonda-velocity-men-s-chronograph-stainless-steel-case-bracelet-with-blue-dial-30024,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30024_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30024_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30024_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30024_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30024_RIGHT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30024_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30024_BUCKLE.jpg, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_1_16.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_30024_FRONT.png",Mens
Sekonda Maxima Ladies Watch | Silver Alloy Case & Stainless Steel Expander Bracelet with Geometric Dial | 40575,MODERN,"The watch has a round, ion-plated silver alloy case with a multicoloured, geometric patterned dial. The watch is fastened with a geometric patterned stainless steel expander bracelet. The bracelet is a standard 150mm expandable bracelet, links can be removed from the centre of the bracelet, but this may result in a misalignment of the pattern where two links meet.","Model 40575
 
 Round, ion-plated silver alloy case 
 
 Multicoloured, geometric patterned dial. 
 
 Geometric patterned, stainless steel expander bracelet 
 
 Min bracelet length: 150mm (Links can be removed from the centre of the bracelet, but this may result in a misalignment of the pattern where two links meet)
 Max Bracelet length: 205mm 
 2 year guarantee",40575,49.99,,in_stock,https://www.sekonda.com/p/sekonda-maxima-ladies-watch-silver-alloy-case-stainless-steel-expander-bracelet-with-geometric-dial-40575,"https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40575_FRONT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40575_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40575_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40575_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40575_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40575_FRONT.png, https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_sb205_flatlay_36.jpg",Ladies
Sekonda Maxima Ladies Watch | Silver Alloy Case & Stainless Steel Expander Bracelet with Geometric Dial | 40576,MODERN,"The watch has a round, ion-plated silver alloy case with a multicoloured, geometric patterned dial. The watch is fastened with a geometric patterned stainless steel expander bracelet. The bracelet is a standard 150mm expandable bracelet, links can be removed from the centre of the bracelet, but this may result in a misalignment of the pattern where two links meet.","Model 40576
 
 Round, ion-plated silver alloy case 
 
 Multicoloured, geometric patterned dial. 
 
 Geometric patterned, stainless steel expander bracelet 
 
 Min bracelet length: 150mm (Links can be removed from the centre of the bracelet, but this may result in a misalignment of the pattern where two links meet)
 Max Bracelet length: 205mm
 
 2 year guarantee",40576,49.99,,in_stock,https://www.sekonda.com/p/sekonda-maxima-ladies-watch-silver-alloy-case-stainless-steel-expander-bracelet-with-geometric-dial-40576,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40576_front.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40576_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40576_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40576_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40576_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40576_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_26.jpg",Ladies
Sekonda Maxima Ladies Watch | Silver Alloy Case & Stainless Steel Expander Bracelet with Geometric Dial | 40577,MODERN,"The watch has a round, ion-plated silver alloy case with a multicoloured, geometric patterned dial. The watch is fastened with a geometric patterned stainless steel expander bracelet. The bracelet is a standard 150mm expandable bracelet, links can be removed from the centre of the bracelet, but this may result in a misalignment of the pattern where two links meet.","Model 40577
 
 Round, ion-plated silver alloy case 
 
 Multicoloured, geometric patterned dial. 
 
 Geometric patterned, stainless steel expander bracelet 
 
 Min bracelet length: 150mm (Links can be removed from the centre of the bracelet, but this may result in a misalignment of the pattern where two links meet)
 
 Max Bracelet length: 205mm 
 2 year guarantee",40577,49.99,,in_stock,https://www.sekonda.com/p/sekonda-maxima-ladies-watch-silver-alloy-case-stainless-steel-expander-bracelet-with-geometric-dial-40577,"https://www.sekonda.com/static/media/catalog/product/s/e/sekonda_40577_front.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40577_LEFT.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40577_CLOSE UP.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40577_WRIST.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40577_BACK.jpg, https://www.sekonda.com/static/media/catalog/product/1/2/SEKONDA_40577_FRONT.png, https://www.sekonda.com/static/media/catalog/product/u/p/updated_packaging_image_-_sekonda_v2_1_9_78.jpg",Ladies
